Earth and Heaven (Hurrian religion),God
Ebal,human biblical figure
Ebed,human biblical figure
Ebed,human biblical figure
Ebed-Melech,human biblical figure
Eber,prophet of Islam
Eber,human biblical figure
Echidna,biblical animal
Eden,human biblical figure
Edern ap Nudd,legendary figure
Edna,human biblical figure
Edna,human biblical figure
EEEEEEEEEluh,merfolk in a work of fiction
Efron,human biblical figure
Egeria,legendary figure
Egertius,legendary figure
Egil One-Hand,legendary figure
Eglah,human biblical figure
Eglon,human biblical figure
Egyptus,religious character
Ehi,human biblical figure
Ehud,human biblical figure
Eight Immortals,immortal
Ein Sof,God
Einbeth,legendary figure
Eisheth,angel in Judaism
Ekākṣaroṣṇīṣacakra,Buddhoṣṇīṣa
Eker,human biblical figure
Ekke Nekkepenn,merman
Ekke Nekkepenn,legendary figure
El buner d'Ordino,legendary figure
El Cantare,God
El Mansuet,legendary figure
Elah,human biblical figure
Elah,human biblical figure
Elah,human biblical figure
Elaine,legendary figure
Elaine of Benoic,legendary figure
Elaine of Corbenic,legendary figure
Elaine the Younger,legendary figure
Elam,human biblical figure
Elasa,human biblical figure
Elasah (son of Shaphan),human biblical figure
Elda'a,biblical character
Eldad,human biblical figure
Eldol,legendary figure
Eleasah,human biblical figure
Eleazar,human biblical figure
Eleazar,human biblical figure
Eleazar,human biblical figure
Eleazar,human biblical figure
Eleazar,human biblical figure
Eleazar,human biblical figure
Eleie,human biblical figure
Elhanan son of Dodo,human biblical figure
Elhanan son of Jair,human biblical figure
Eli,human biblical figure
Eli-zaphan,human biblical figure
Eliab,biblical character
Eliab,human biblical figure
Eliab,human biblical figure
Eliada,human biblical figure
Eliakim,human biblical figure
Eliakim,human biblical figure
Eliakim,human biblical figure
Eliam,human biblical figure
Eliaph,human biblical figure
Eliasaph,human biblical figure
Eliashib,human biblical figure
Elibouban,legendary figure
Elidad,human biblical figure
Elie of Saint Gilles,legendary figure
Eliezer,human biblical figure
Eliezer,human biblical figure
Eliezer,human biblical figure
Eliezer son of Dodavah,biblical character
Elihoreph,human biblical figure
Elihu,human biblical figure
Elihu,human biblical figure
Elijah,human biblical figure
Elijah in Islam,prophet of Islam
Elijah in Islam,Quranic character
Elika the Harodite,human biblical figure
Elimelech,human biblical figure
Elioenai,human biblical figure
Elioud,angel in Judaism
Eliphaz,human biblical figure
Eliphaz,human biblical figure
Eliphelet,human biblical figure
Eliphelet,human biblical figure
Elisha,human biblical figure
Elisha in Islam,prophet of Islam
Elisha in Islam,Quranic character
Elishah,human biblical figure
Elishama,human biblical figure
Elishama,human biblical figure
Elishama,human biblical figure
Elishama,human biblical figure
Elishama,human biblical figure
Elisheba,human biblical figure
Elishua,human biblical figure
Eliud,legendary figure
Eliud,human biblical figure
Eliwlod,legendary figure
Elizabeth,human biblical figure
Elkanah,human biblical figure
Elkanah,human biblical figure
Elkanah,human biblical figure
Elkanah,human biblical figure
Elmadam,human biblical figure
Elnathan,human biblical figure
Elon,human biblical figure
Elon,human biblical figure
Elon the Hittite,human biblical figure
Elyan the White,legendary figure
Elymas,human biblical figure
Embla,protoplast
Emma Gilbert,merfolk in a work of fiction
Emperor Annei,legendary human figure
Emperor Itoku,legendary human figure
Emperor Kōan,legendary human figure
Emperor Kōgen,legendary human figure
Emperor Kaika,legendary human figure
Emperor Kōshō,legendary human figure
Emperor Ku,legendary figure
Emperor Suizei,legendary human figure
Empress Jingū,legendary human figure
Empress Kuwashihime,legendary human figure
Empress Mimakihime,legendary human figure
Empress Oshihime,legendary human figure
Empress Utsusikome,legendary human figure
Emund Eriksson,mythological king
En no Gyōja,legendary figure
Enan,human biblical figure
Enniaunus,legendary figure
Enoch,human biblical figure
Enoch,human biblical figure
Enoch,human biblical figure
Enoch in Judaism,biblical character
Enos,Nephites
Enos,human biblical figure
Enos,Book of Mormon character
Ensuhkeshdanna,legendary figure
Enzara,biblical character
Eochaid Cairbre,legendary figure
Epaphras,human biblical figure
Ephah,human biblical figure
Ephai the Netophathite,human biblical figure
Epher,human biblical figure
Ephlal,human biblical figure
Ephod,human biblical figure
Ephraim,human biblical figure
Ephrath,human biblical figure
Er,human biblical figure
Er,human biblical figure
Eran,human biblical figure
Erastus of Corinth,human biblical figure
Eri,human biblical figure
Eric,mythological king
Eric Anundsson,mythological king
Eridah,human biblical figure
Erik Björnsson,mythological king
Erik Refilsson,mythological king
Eryx,mythological king
Esau,human biblical figure
Esclabor,legendary figure
Esclados,legendary human figure
Eser,biblical character
Eshban,human biblical figure
Eshcol,human biblical figure
Eshiki,legendary human figure
Esli,human biblical figure
Estha,human biblical figure
Esther,human biblical figure
Etana,mythological king
Eternal Buddha,Buddha
Ethan,human biblical figure
Ether,Book of Mormon character
Ethiopian eunuch,human biblical figure
Ethni,human biblical figure
Eubulus,biblical character
Eunice,human biblical figure
Euodia,human biblical figure
Eupaty Kolovrat,bogatyr
Eutychus,human biblical figure
Eve,protoplast
Eve,human biblical figure
Eve in Islam,protoplast
Even,legendary human figure
Even,legendary founder
Evi,human biblical figure
Eysteinn Beli,mythological king
Ezbai,human biblical figure
Ezbon,human biblical figure
Ezekiel,human biblical figure
Ezekiel's cherub in Eden,angel in Judaism
Ezekiel's cherub in Eden,angels in Christianity
Ezekiel's cherub in Eden,cherub
Ezra,human biblical figure
Ezrael,angels in Christianity
Fūma Kotarō,legendary figure
Félix,legendary figure
Father Christmas,legendary figure
Father of One no Mikoto,legendary human figure
Faust,legendary figure
Fen,Homo mermanus
Feng Leishi,legendary figure
Fengg,legendary figure
Fenrir,eschatological figure
Fergus mac Róich,legendary hero
Fierabras,legendary figure
Fiery flying serpent,biblical animal
Fillonce,merfolk in a work of fiction
Finana Ryugu,merfolk in a work of fiction
First Horseman of the Apocalypse,legendary figure
Fish-man,legendary figure
Fisher King,legendary figure
Five Buddhas of the Womb Realm,Buddha
Five Dragons,mythological king
Five Tathagatas,Tathāgata
Fleance,legendary figure
Florence de Rome,legendary figure
Florimont,legendary figure
Florinda,legendary figure
Flying Spaghetti Monster,God
Fortunatus the Apostle,human biblical figure
Four Kumaras,Rishi
Fourth Horseman of the Apocalypse,biblical character
Fourth Horseman of the Apocalypse,legendary figure
Fra Joan Garí,legendary figure
Fróði,mythological king
Francus,legendary figure
Freawaru,legendary figure
Frotho III,legendary human figure
Frute,legendary figure
Fuefuki Gonzaburo,legendary figure
Fukaboshi,merfolk in a work of fiction
Futomawakahiko,legendary human figure
Futomawakahime-no-mikoto,legendary human figure
Göte,mythological king
Gaal,human biblical figure
Gaap,fallen angel
Gabriel,angel in Judaism
Gabriel,angels in Christianity
Gabriel,archangel
Gabuthelon,angels in Christianity
Gad,human biblical figure
Gad,human biblical figure
Gaddi,human biblical figure
Gaddiel,human biblical figure
Gadi,human biblical figure
Gadreel,fallen angel
Gadrel,archangel
Gaetã,biblical character
Gaham,human biblical figure
Gaheris,legendary figure
Gaidad,human biblical figure
Gaius,human biblical figure
Gaius Cluilius,mythological king
Gaius Mucius Scaevola,legendary figure
Gaius of Corinth,human biblical figure
Galahad,legendary figure
Galeschin,legendary figure
Gama Sennin,immortal
Gamaliel,human biblical figure
Gambara,legendary figure
Gamemnae,Atlanteans
Gamigin,fallen angel
Gāndhārī,character in the Mahabharata
Ganyctor,legendary figure
Gareb the Ithrite,human biblical figure
Garin le Lorrain,legendary figure
Garshasp,mythological king
Garth,Atlanteans
Garuda,Characters in the Ramayana
Gatam,human biblical figure
Gatherer,biblical character
Gautrekr,legendary figure
Gawain,legendary figure
Gayant,legendary figure
Gborogboro,protoplast
Ge-sar,legendary figure
Geber,human biblical figure
Gedaliah,human biblical figure
Gedaliah,human biblical figure
Gedaliah,human biblical figure
Gehazi,human biblical figure
Gemalli,human biblical figure
Gemariah,human biblical figure
Gemariah,human biblical figure
Genesius of Rome,legendary figure
Genubath,human biblical figure
Gera,human biblical figure
Gera,human biblical figure
Gera,human biblical figure
Gerasene demoniac,human biblical figure
Gershom,human biblical figure
Gershon,human biblical figure
Gertraud Kandlerin,legendary figure
Gerutha,legendary figure
Geshem the Arabian,human biblical figure
Gether,human biblical figure
Getian,mythological king
Geuel,human biblical figure
Gid,Nephites
Gid,Book of Mormon character
Gideon,human biblical figure
Gideon,Book of Mormon character
Gideoni,human biblical figure
Gidgiddonah,Book of Mormon character
Gilbert Whitehand,legendary figure
Gilead,human biblical figure
Gilead,human biblical figure
Gilgal,Book of Mormon character
Gilgamesh,mythological king
Ginath,human biblical figure
Ginevra degli Amieri,legendary figure
Gionitus,human biblical figure
Gishiki Hachimen Daiō,legendary figure
Gjúki,mythological king
Glanda Kambilla Divonovich,legendary figure
Glooscap,legendary figure
Gnaeus Marcius Coriolanus,legendary figure
God in Buddhism,God
God in Catholicism,God
God in Christianity,God in Abrahamic religions
God in Islam,God in Abrahamic religions
God in Islam,Quranic character
God in Judaism,God in Abrahamic religions
God in Mormonism,God in Christianity
God in Sikhism,God
God in the Bahá'í Faith,God in Abrahamic religions
God the Son,God in Christianity
Goffar the Pict,legendary figure
Gog,human biblical figure
Gogmagog,legendary figure
Goleuddydd,legendary figure
Golias,legendary figure
Goliath,human biblical figure
Golon,human biblical figure
Gomer,human biblical figure
Gomer,human biblical figure
Goneril,legendary figure
Gong Gu,legendary figure
Gonggong,legendary figure
Gordafarid,legendary figure
Gorlois,legendary figure
Gostomysl,legendary figure
Goulong,legendary figure
Gracianus Municeps,legendary figure
Gram of Denmark,mythological king
Green Knight,legendary figure
Gregorius Maurus,legendary figure
Griflet,legendary figure
Guðmundr,mythological king
Guacimara,legendary figure
Guangchengzi,immortal
Gudrun,legendary figure
Gudrun,legendary figure
Guiderius,legendary figure
Guifré de Rià,legendary figure
Guinevere,legendary figure
Guiomar,legendary figure
Guni,biblical character
Gurgintius,legendary figure
Gurgustius,legendary figure
Guy of Warwick,legendary figure
Guyi,mythological king
Gwalchafed,legendary figure
Gwenddydd,legendary figure
Gwenhwyfach,legendary figure
Gwion,legendary figure
Gwythyr ap Greidawl,legendary figure
Gylfi,mythological king
Háma,legendary figure
Högne,mythological king
Hōdō,Rishi
Hadad,human biblical figure
Hadad,human biblical figure
Hadad ben Bedad,human biblical figure
Hadad the Edomite,human biblical figure
Hadadezer,human biblical figure
Hadadezer ben Rehob,human biblical figure
Hadburg,mermaid
Hadingus,mythological king
Hadoram,human biblical figure
Hadraniel,angel in Judaism
Hadraniel,angels in Christianity
Hae,legendary human figure
Haeirodo,legendary human figure
Hagar,religious character
Hagar,human biblical figure
Haggi,human biblical figure
Haggith,human biblical figure
Halfdan the Valiant,mythological king
Halga,legendary figure
Ham,human biblical figure
Haman,human biblical figure
Haman in Islam,character from the Quran and the Bible
Hammedatha,human biblical figure
Hammoleheth,human biblical figure
Hamor,human biblical figure
Hamul,human biblical figure
Hamutal,human biblical figure
Hanamel,human biblical figure
Hanan,human biblical figure
Hanan,human biblical figure
Hananel,human biblical figure
Hanani,human biblical figure
Hanani,human biblical figure
Hananiah,biblical character
Hananiah,human biblical figure
Hananiah,human biblical figure
Hananiah,human biblical figure
Haniel,angel in Judaism
Haniel,archangel
Hannah,human biblical figure
Hanniel,human biblical figure
Hanniel,human biblical figure
Hanoch,human biblical figure
Hans Heiling,legendary figure
Hanuman,Characters in the Ramayana
Haoying,mythological king
Haran,human biblical figure
Harbona,human biblical figure
Harhas,human biblical figure
Harima no Inabi no Ooiratsume,legendary human figure
Hariph,human biblical figure
Harmon (son of Elam),human biblical figure
Harun,prophet of Islam
Harun,Quranic character
Haruz,human biblical figure
Hasadiah,human biblical figure
Hashmal,angel in Judaism
Hashubah,human biblical figure
Hata no Irogu,legendary figure
Hata no Kawakatsu,legendary figure
Hathach,human biblical figure
Hattush,human biblical figure
Havilah,human biblical figure
Havilah,human biblical figure
Hawaiʻiloa,legendary figure
Hayabahu,character in the Mahabharata
Hayk,legendary figure
Haymon,legendary figure
Hazana,legendary figure
Hazarmaveth,human biblical figure
Hazo,human biblical figure
He whom God shall make manifest,messiah
Heardred,legendary figure
Heavenly Sovereign,mythological king
Heber,human biblical figure
Heber the Kenite,human biblical figure
Hebron,human biblical figure
Hebron,human biblical figure
Hedin Hjarrandason,mythological king
Helaman,Book of Mormon character
"Helaman, son of Helaman",Book of Mormon character
Helche,legendary figure
Heleb son of Baanah,biblical character
Helek,human biblical figure
Helen of Troy,legendary progenitor
Helez,human biblical figure
Helez the Paltite,biblical character
Heli,human biblical figure
Heli da Britânia,legendary figure
Hellen,legendary progenitor
Helon,human biblical figure
Heluo,mythological king
Hemam,human biblical figure
Heman,human biblical figure
Heman,human biblical figure
Heman the Ezrahite,human biblical figure
Hemdan,human biblical figure
Hengist,legendary figure
Henry of Bonn,legendary figure
Heoroweard,legendary figure
Hepher,human biblical figure
Hephzibah,human biblical figure
Herelings,legendary figure
Heremod,legendary figure
Herleif,legendary figure
Hermas,biblical character
Hermes,biblical character
Hermogenes,human biblical figure
Herne the Hunter,legendary figure
Herod,human biblical figure
Herodias,human biblical figure
Hersilia,legendary human figure
Hesed,human biblical figure
Heth,human biblical figure
Hexu,mythological king
Hezekiah,human biblical figure
Hezekiah,human biblical figure
Hezekiah,human biblical figure
Hezro the Carmelite,human biblical figure
Hezron,human biblical figure
Hezron,human biblical figure
Hibasuhimenomikoto,legendary human figure
Hidari Jingorō,legendary figure
Hiddai,human biblical figure
Hiko Wanabe Oshijinmei,legendary human figure
Hikoimasu,legendary human figure
Hikoyuki no Mikoto,legendary human figure
Hilaria,legendary human figure
Hilda,legendary human figure
Hilkiah,biblical character
Hilkiah,human biblical figure
Hilkiah,human biblical figure
Hillel the Pirathonite,biblical character
Himetataraisuzuhime,legendary human figure
Himni,Nephites
Himni,Book of Mormon character
Hinnom,human biblical figure
Hirah the Adullamite,human biblical figure
Hiram,human biblical figure
Hiramera,merfolk in a work of fiction
Hirlanda,legendary figure
Hjalmar and Ingeborg,legendary figure
Hobab,human biblical figure
Hodaiah,human biblical figure
Hoglah,human biblical figure
Hoham,biblical character
Holofernes,human biblical figure
Holzknechtseppl,legendary figure
Hooded Spirits,religious character
Hope Summers,messiah
Hophni,human biblical figure
Horam,biblical character
Hori,legendary figure
Hori,human biblical figure
Hori,human biblical figure
Horsa,legendary figure
Hosea,human biblical figure
Hoshaiah,human biblical figure
Hoshama,human biblical figure
Hostato,legendary figure
Hou Yi,immortal
Hrólfr Kraki,mythological king
Hrólfr Kraki,legendary figure
Hraudung,mythological king
Hreiðmarr,mythological king
Hrethel,legendary figure
Hrothgar,legendary figure
Hu Gadarn,legendary figure
Hua Hu,legendary figure
Hua Mulan,legendary hero
Huangtan,mythological king
Hui,legendary figure
Hul,human biblical figure
Huldah,human biblical figure
Humber the Hun,legendary figure
Humli,legendary figure
Hundun,mythological king
Hung Hei-gun,legendary figure
Huppim,human biblical figure
Hur,human biblical figure
Hur,human biblical figure
Hur,human biblical figure
Hushai,human biblical figure
Hvitserk,legendary figure
Hygd,legendary figure
Hygelac,legendary figure
Hymenaeus,human biblical figure
Hyouzou,merfolk in a work of fiction
Ibhar,human biblical figure
Ibrahim,religious character
Ibzan,human biblical figure
Ichabod,human biblical figure
Iddo,human biblical figure
Iddo,human biblical figure
Ide,legendary human figure
Idris,prophet of Islam
Igal,human biblical figure
Igal,human biblical figure
Igdaliah,human biblical figure
Igeal,human biblical figure
Igigi,God
Igraine,legendary figure
Ikaga Shikoo,legendary human figure
Ikagashikome,legendary human figure
Ilavida,Characters in the Ramayana
Ilya Muromets,bogatyr
Imlah,human biblical figure
Immanuel,human biblical figure
Immer,human biblical figure
Immer (book of Jeremiah),human biblical figure
Impenitent thief,human biblical figure
Imra,God
Inatsu-hime no Mikoto,legendary human figure
Indradyumna,character in the Mahabharata
Ingjaldr,mythological king
Ingjaldr,legendary figure
Ingvar,mythological king
Iphitus of Elis,legendary figure
Iqi Bʼalam,protoplast
Ira of Tekoa,human biblical figure
Ira the Ithrite,human biblical figure
Irad,human biblical figure
Iram,human biblical figure
Irijah,human biblical figure
Isaac,human biblical figure
Isabel de Segura,legendary figure
Isaiah,human biblical figure
Isaiah's wife,human biblical figure
Iscah,human biblical figure
Iseult,legendary figure
Iseult of the White Hands,legendary figure
Ish-bosheth,human biblical figure
Ishbak,human biblical figure
Ishbi-Benob,human biblical figure
Ishi,human biblical figure
Ishilly,merfolk in a work of fiction
Ishmael,prophet of Islam
Ishmael,human biblical figure
Ishmael,Book of Mormon character
Ishmael son of Nethaniah,human biblical figure
Ishuah,human biblical figure
Ishvi,human biblical figure
Ishvi,human biblical figure
Ismail,prophet of Islam
Ismail,religious character
Issachar,human biblical figure
Istervo,legendary figure
Isuzuyorihime,legendary human figure
Italus,legendary progenitor
Ithai,human biblical figure
Ithamar,human biblical figure
Ithobaal I,human biblical figure
Ithran,human biblical figure
Ithream,human biblical figure
Ittai,human biblical figure
Ivar Vidfamne,mythological king
Izhar,human biblical figure
Izhar,human biblical figure
Izushi Kokoro no Ōomi no Mikoto,legendary human figure
"J. R. ""Bob"" Dobbs",legendary figure
Jörmungandr,eschatological figure
Jónakr,mythological king
Jaṭāyu,Characters in the Ramayana
Jaare-oregim,human biblical figure
Jaazaniah,human biblical figure
"Jaazaniah, son of Shaphan",human biblical figure
Jabal,human biblical figure
Jabali,Characters in the Ramayana
Jabez,human biblical figure
Jabin,biblical character
Jabin,biblical character
Jacob,human biblical figure
Jacob,human biblical figure
Jacob,Book of Mormon character
Jada,human biblical figure
Jahath,human biblical figure
Jahaziel,human biblical figure
Jahdai,biblical character
Jahleel,human biblical figure
Jair,human biblical figure
Jair,human biblical figure
Jair,human biblical figure
Jair,human biblical figure
Jairus,human biblical figure
Jairus' daughter,human biblical figure
Jakh Botera,legendary figure
Jakin,human biblical figure
Jalal Khan,legendary figure
Jalam,human biblical figure
Jalut,Quranic character
Jamatonokunikahime,legendary human figure
Jāmbavān,Characters in the Ramayana
Jāmbavatī,Ashtabharya
Jambres,human biblical figure
"James, son of Alphaeus",human biblical figure
Jamin,human biblical figure
Jamin,human biblical figure
Jamliku,biblical character
Jan Usmoshvets,bogatyr
Jan van Hunks,legendary figure
Janaka,Characters in the Ramayana
Jangx Vangb,protoplast
Jannai,human biblical figure
Jannes,human biblical figure
Japheth,human biblical figure
Japhia,biblical character
Japhia,biblical character
Jarasanda,character in the Mahabharata
Jaratkaru,character in the Mahabharata
Jared,human biblical figure
Jared,Book of Mormon character
Jarha,human biblical figure
Jarim,human biblical figure
Jarom,Book of Mormon character
Jaroslav of Sternberg,legendary figure
Jōrurihime,legendary figure
Jashen,human biblical figure
Jashub,human biblical figure
Jasma Odan,legendary figure
Jason of Thessalonica,human biblical figure
Jaun Zuria,legendary figure
Javan,human biblical figure
Jayadratha,character in the Mahabharata
Jeberechiah,human biblical figure
Jecoliah,human biblical figure
Jedduram,human biblical figure
Jedidah,human biblical figure
Jeduthun,human biblical figure
Jeerenche Chechen,legendary figure
Jegudiel,angel in Judaism
Jegudiel,angels in Christianity
Jegudiel,archangel
Jehiel,human biblical figure
Jehoahaz,human biblical figure
Jehoash,human biblical figure
Jehoash,human biblical figure
Jehoiada,human biblical figure
Jehoiada,human biblical figure
Jehoiada,human biblical figure
Jehoiada,human biblical figure
Jehonadab,human biblical figure
Jehoram,human biblical figure
Jehoshaphat,human biblical figure
Jehoshaphat,human biblical figure
Jehoshaphat,human biblical figure
Jehosheba,human biblical figure
Jehozabad,human biblical figure
Jehozadak,human biblical figure
Jehu,human biblical figure
Jehu,human biblical figure
Jehudi,human biblical figure
Jekamiah,human biblical figure
Jekamiah,human biblical figure
Jemima,human biblical figure
Jemuel,human biblical figure
Jeneum,Book of Mormon character
Jennifer Hoodwink,merfolk in a work of fiction
Jephthah,human biblical figure
Jephunneh,human biblical figure
Jephunneh,human biblical figure
Jerahmeel,angel in Judaism
Jerahmeel,angels in Christianity
Jerahmeel,human biblical figure
Jeremiah,human biblical figure
Jeremiah,Book of Mormon character
Jeremiah of Libnah,human biblical figure
Jerimoth,biblical character
Jeroboam I,human biblical figure
Jeroham,human biblical figure
Jerusha,human biblical figure
Jesaiah,human biblical figure
Jesse,human biblical figure
Jesus Christ,human biblical figure
Jesus in Islam,rasul
Jesus in Islam,Quranic character
Jesus in Islam,Ulu'l-azm
Jesus in Islam,Mukarrabun
Jesus in Mandaeism,legendary figure
Jesus Justus,human biblical figure
Jether,human biblical figure
Jether,human biblical figure
Jethro,human biblical figure
Jetur,human biblical figure
Jeush,human biblical figure
Jeush,human biblical figure
Jewish pope Andreas,legendary figure
Jezebel,human biblical figure
Jeziel son of Azmaveth,human biblical figure
Jezreel,human biblical figure
Jia Qi,legendary figure
Jibril,archangel
Jidlaph,human biblical figure
Jimmu,legendary hero
Jimnah,human biblical figure
Jina,religious character
Jing Huan Fairy,immortal
Jiqu,mythological king
Jiu Daiji,legendary figure
Joab,human biblical figure
Joachim,human biblical figure
Joah,human biblical figure
Joahe son of Asaph,human biblical figure
Joanan,human biblical figure
"Joanna, wife of Chuza",human biblical figure
Joaquin Murrieta,legendary figure
Joash,human biblical figure
Job,human biblical figure
Job's wife,human biblical figure
Jobab,human biblical figure
Jochebed,human biblical figure
Joel,human biblical figure
Joel,human biblical figure
Jogli,human biblical figure
Johanan,human biblical figure
Johanan,human biblical figure
Johanan,human biblical figure
John the Apostle,human biblical figure
John the Baptist,human biblical figure
John the Evangelist,human biblical figure
Jokshan,human biblical figure
Joktan,human biblical figure
Jonadab,human biblical figure
Jonah,human biblical figure
Jonam,human biblical figure
Jonathan,human biblical figure
Jonathan,human biblical figure
Jonathan,human biblical figure
Jonathan,human biblical figure
Jophiel,angel in Judaism
Jophiel,angels in Christianity
Joram,human biblical figure
Jorim,human biblical figure
Jorund,mythological king
Jose,human biblical figure
Josech,human biblical figure
Joseph,human biblical figure
Joseph,human biblical figure
Joseph,human biblical figure
Joseph,human biblical figure
Joseph,Book of Mormon character
Joseph Barsabbas,human biblical figure
Joseph of Arimathea,human biblical figure
Joses,human biblical figure
Josh,Book of Mormon character
Joshua,human biblical figure
Joshua,human biblical figure
Joshua in Islam,prophet of Islam
Joshua of Beth-Shemesh,human biblical figure
Josiah,human biblical figure
Jotham,human biblical figure
Jotham,human biblical figure
Jozacar,human biblical figure
Juan Martínez de Marcilla,legendary figure
Jubal,human biblical figure
Judah,human biblical figure
Judah,human biblical figure
Judah,human biblical figure
Judas Barsabbas,human biblical figure
Judas Iscariot,Quranic character
Judas Iscariot,human biblical figure
Jude,human biblical figure
Jude the Apostle,human biblical figure
Judith,human biblical figure
Jueces de Castilla,legendary figure
Julian of Saint Gilles,legendary figure
Julian the Hospitaller,legendary figure
Julius,human biblical figure
Junia,human biblical figure
Jurōjin,immortal
Jushab-Hesed,human biblical figure
Jyotsyana,character in the Mahabharata
Kīcaka,character in the Mahabharata
Köroğlu,legendary hero
Kṛśā Gautamī,legendary human figure
Kṛpa,character in the Mahabharata
Kabila,Nkisi
Kacha,character in the Mahabharata
Kaikeyi,Characters in the Ramayana
Kairen,merfolk in a work of fiction
Kaisuki,legendary figure
Kakbhushundi,Characters in the Ramayana
Kakudmi,character in the Mahabharata
Kalkol,human biblical figure
Kamatha,character in the Mahabharata
Kamo no Kimi,legendary human figure
Kanachihime no Mikoto,legendary human figure
Kanakamuni Buddha,Buddha
Kanakayu,character in the Mahabharata
Kanʿān,biblical character
Kannagi,legendary figure
Karṇa,mythological king
Karṇa,legendary figure
Kōrei,legendary human figure
Karmi,human biblical figure
Karthon the Quester,Homo mermanus
Karu Sakaibê,God
Karyağdı Hatun,legendary figure
Kasbeel,angels in Christianity
Kashyapa,Rishi
Kassapa Buddha,Buddha
Katendê,Nkisi
Kaundinya Buddha,Buddha
Kaveh the Blacksmith,legendary figure
Kawamata-hime,legendary human figure
Kay Bahman,legendary figure
Kay Kāvus,mythological king
Kay Lohrasp,legendary figure
Kedemah,human biblical figure
Keikō,legendary human figure
Kemuel,human biblical figure
Kemuel,human biblical figure
Kenan,human biblical figure
Kenaz,human biblical figure
Kenaz,human biblical figure
Keredic,legendary figure
Keren-happuch,human biblical figure
Kerubiel,angels in Christianity
Kettil Runske,legendary figure
Keturah,human biblical figure
Keyumars,protoplast
Keyumars,legendary figure
Keziah,human biblical figure
Khidr,Quranic character
Khun-Kwot-pha,legendary figure
Kianda,Nkisi
Kibitsuhiko-no-mikoto,legendary human figure
Kimarcus,legendary figure
Kimham,human biblical figure
Kindama,character in the Mahabharata
King Arthur,legendary human figure
King Arthur's messianic return,eschatological figure
King Ban,legendary figure
King Benjamin,Book of Mormon ruler
King Evax,legendary figure
King Geirröð,mythological king
King Gurgunt,mythological king
King Matjaž,legendary figure
King Mosiah I,Book of Mormon ruler
King Mosiah II,Book of Mormon ruler
King Neptune,merfolk in a work of fiction
King Neptune's mother,merfolk in a work of fiction
King Noah,Book of Mormon ruler
King of Athens,mythological king
King Sangaldip,legendary figure
King Triton,merfolk in a work of fiction
Kiraman Katibin,recording angel
Kish,human biblical figure
Kish,human biblical figure
Kitamba,mythological king
Kittim,human biblical figure
Knight of the Swan,legendary figure
Ko-Kwal-Alwoot,legendary figure
Kohath,human biblical figure
Kokabiel,angels in Christianity
Kokabiel,fallen angel
Kokoro,merfolk in a work of fiction
Kolaiah,human biblical figure
Konstantinos Koukidis,legendary figure
Korah,human biblical figure
Korah,human biblical figure
Korun Aramija,legendary figure
Krakucchanda Buddha,Buddha
Krakus,legendary figure
Krang,Homo mermanus
Krathana,character in the Mahabharata
Kratu,Rishi
Kripi,legendary figure
Krishna,legendary figure
Krishna,character in the Mahabharata
Krishna in the Mahabharata,character in the Mahabharata
Kritavarma,character in the Mahabharata
Krok,legendary figure
Kubera,Characters in the Ramayana
Kudeyar,legendary figure
Kui,legendary figure
Kume no sennin,immortal
Kumen (Latter Day Saints movement),Book of Mormon character
Kumenihah,Book of Mormon character
Kunlian,mythological king
Kunthunātha,God
Kunthunātha,Tirthankara
Kunti-Bhoja,character in the Mahabharata
Kusha,legendary figure
Kushadhwaja,Characters in the Ramayana
Kushaiah,human biblical figure
Kushiel,angels in Christianity
Kushiukameshi no Mikoto,legendary human figure
Kwisatz Haderach,eschatological figure
Kwoth,God
Kyi,legendary figure
Lí Ban,mermaid
Laín Calvo,legendary figure
Laban,human biblical figure
Laban,Book of Mormon character
Lady Carcas,legendary figure
Lael,human biblical figure
Líf,eschatological figure
Lífþrasir,eschatological figure
Lagoon Boy,Atlanteans
Lailah,angel in Judaism
Laish,human biblical figure
Lakshmana,Ashtabharya
Lakshmana,Characters in the Ramayana
Lakshmanaa,legendary figure
Lamah,Book of Mormon character
Laman,Book of Mormon character
Lamech,human biblical figure
Lamech,human biblical figure
Lamorak,legendary human figure
Lancelot,legendary figure
Lapidoth,human biblical figure
Last Roman Emperor,eschatological figure
Laura,merfolk in a work of fiction
Lawdasura,Characters in the Ramayana
Lazarus of Bethany,human biblical figure
Lazarus the Beggar,human biblical figure
Leah,human biblical figure
Lebaidah,human biblical figure
Lech,legendary figure
Lech II,legendary figure
Legend of Puteri Gunung Ledang,legendary figure
Legion,biblical character
Lehi,Book of Mormon character
"Lehi, son of Helaman",Book of Mormon character
Lei Feng,legendary figure
Leigong,legendary figure
Leir of Britain,mythological king
Leizu,legendary figure
Lemuel,biblical character
Lemuel,Book of Mormon character
Leodegrance,legendary figure
Letushim,human biblical figure
Levi,human biblical figure
Levi,human biblical figure
Levi,human biblical figure
Leviathan,biblical character
Li Babai,legendary figure
Li Shou,legendary figure
Liantong,mythological king
Libni,human biblical figure
Libuše,legendary figure
Licinio,legendary figure
Liederik,legendary human figure
Lilu,mythological king
Limhah,Book of Mormon character
Limhi,Nephites
Limhi,Book of Mormon ruler
Ling Lun,legendary figure
Lingbao Dafashi,immortal
Linus,biblical character
Little Mermaid,merfolk in a work of fiction
Little Mermaid,merfolk
